X	Y	OBJECTID	ID	NAME	ADDRESS	ARCH_TYPE	CONST_DATE	PHOTOS	SDE_PHOTOS	NUM_ON_REGISTER	DESIGNATION_DATE
-92.02621418	30.21733302	12	1043	SAINT MARY'S ORPHANAGE	605 W SAINT MARY BLVD	SPANISH REVIVAL	CIRCA 1925	ST_MARYS_ORPHANAGE	http://lafayettela.gov/PZD/Zoning/Historic%20Building%20Photos/043-SaintMarysOrphanage.jpg	43	1996-09-04T00:00:00.000Z
-92.00804477	30.23291994	13	1039	NP MOSS SCHOOL	801 MUDD AVE	JACOBEAN REVIVAL	1925	N_P_MOSS_SCHOOL	http://lafayettela.gov/PZD/Zoning/Historic%20Building%20Photos/039-NPMossSchool.jpg	39	1995-05-03T00:00:00.000Z
-92.02262968	30.21933771	14	1038	MARTIN HOUSE	112 DUNREATH ST	MODIFIED QUEEN ANNE REVIVAL	1907	MARTIN_HOUSE	http://lafayettela.gov/PZD/Zoning/Historic%20Building%20Photos/038-MartinHouse.jpg	38	1995-05-03T00:00:00.000Z
-92.01917896	30.23151846	15	1036	WALTER FRANKLIN MILLS HOUSE	312 S PIERCE ST	AMERICAN FOURSQUARE	1910	312_S_PIERCE_STREET	http://lafayettela.gov/PZD/Zoning/Historic%20Building%20Photos/036-213SPierceStreet.jpg	36	1994-10-05T00:00:00.000Z
-92.01922233	30.23178194	16	1035	JEANMARD HOUSE	306 S PIERCE ST	QUEEN ANNE REVIVAL	1907	JEANMARD_HOUSE	http://lafayettela.gov/PZD/Zoning/Historic%20Building%20Photos/035-JeanmardHouse.jpg	35	1994-10-05T00:00:00.000Z
-92.02301952	30.21293545	17	1034	LO CLARK HOUSE	112 CLARK CT	ECLECTIC REVIVALISM	1927	L_O_CLARK_HOUSE	http://lafayettela.gov/PZD/Zoning/Historic%20Building%20Photos/034-LOClarkHouse.jpg	34	1994-10-05T00:00:00.000Z
-92.0241387	30.21917942	19	1033	1304 SAINT JOHN STREET HOUSE	1304 SAINT JOHN ST	AMERICAN BUNGALOW	CIRCA 1910	1304_ST_JOHN_STREET	http://lafayettela.gov/PZD/Zoning/Historic%20Building%20Photos/033-1304SaintJohnStreet.jpg	33	1994-07-06T00:00:00.000Z
-92.02071286	30.21810067	20	1027	CROW GIRARD HOUSE	217 W UNIVERSITY AVE	QUEEN ANNE REVIVAL	1900	CROW_GIRARD_HOUSE	http://lafayettela.gov/PZD/Zoning/Historic%20Building%20Photos/027-CrowGirardHouse.jpg	27	1993-12-01T00:00:00.000Z
-92.02786528	30.22086256	21	1026	CYPRESS HOUSE	203 MYRTLE PL	QUEEN ANNE REVIVAL	CIRCA 1900	CYPRESS_HOUSE	http://lafayettela.gov/PZD/Zoning/Historic%20Building%20Photos/026-CypressHouse.jpg	26	1993-12-01T00:00:00.000Z
-92.02459807	30.21633021	22	1032	MOST HOLY SACRAMENT CONVENT	409 W SAINT MARY BLVD	SPANISH REVIVAL	1924	MOST_HOLY_SACRAMENT_CONVENT	http://lafayettela.gov/PZD/Zoning/Historic%20Building%20Photos/032-MostHolySacrament.jpg	32	1994-07-06T00:00:00.000Z
-92.01589146	30.22578795	23	1025	CAFFERY HOUSE	233 GARFIELD ST	FRENCH COLONIAL	CIRCA 1886	CAFFERY_HOUSE	http://lafayettela.gov/PZD/Zoning/Historic%20Building%20Photos/025-CafferyHouse.jpg	25	1993-12-01T00:00:00.000Z
-92.01397104	30.22892149	24	1031	KOURY LAW OFFICE	120 E THIRD ST	EASTLAKE	1905	KOURY_LAW_OFFICE	http://lafayettela.gov/PZD/Zoning/Historic%20Building%20Photos/031-KouryLawOffice.jpg	31	1994-04-04T00:00:00.000Z
-92.02258682	30.22315776	25	1030	CLAYTON MARTIN HOUSE	416 W MAIN ST	EASTLAKE	1905	CLAYTON_MARTIN_HOUSE	http://lafayettela.gov/PZD/Zoning/Historic%20Building%20Photos/030-Clayton-MartinHouse.jpg	30	1994-05-04T00:00:00.000Z
-92.02032518	30.21781189	26	1029	SAUCIER-BARES HOUSE	205 W UNIVERSITY AVE	AMERICAN FOURSQUARE	1917	SAUCIER-BARES_HOUSE	http://lafayettela.gov/PZD/Zoning/Historic%20Building%20Photos/029-Saucier-BaresHouse.jpg	29	1994-01-05T00:00:00.000Z
-92.01982325	30.21693676	27	1028	SOULIER HOUSE	1220 JOHNSTON ST	QUEEN ANNE REVIVAL	1916	SOULIER_HOUSE	http://lafayettela.gov/PZD/Zoning/Historic%20Building%20Photos/028-SoulierHouse.jpg	28	1994-01-05T00:00:00.000Z
-91.99228006	30.22102171	28	1024	LEVY-LEBLANC HOUSE	111 MICHAEL ALLEN BLVD	FOLK VICTORIAN	CIRCA 1900	LEVY-LEBLANC_HOUSE	http://lafayettela.gov/PZD/Zoning/Historic%20Building%20Photos/024-Levy-LeBlancHouse.jpg	24	1992-12-02T00:00:00.000Z
-92.01224135	30.230446	29	1023	LOUIS BAZIN HOUSE	210 N MAGNOLIA ST	QUEEN ANNE REVIVAL	CIRCA 1880	LOUIS_BAZIN_HOUSE	http://lafayettela.gov/PZD/Zoning/Historic%20Building%20Photos/023-LouisBazinHouse.jpg	23	1992-11-05T00:00:00.000Z
-92.01960142	30.21735866	31	1022	J ARTHUR ROY HOUSE	1204 JOHNSTON ST	EASTLAKE	1901	J_ARTHUR_ROY_HOUSE	http://lafayettela.gov/PZD/Zoning/Historic%20Building%20Photos/022-JArthurRoyHouse.jpg	22	1992-11-05T00:00:00.000Z
-92.02203368	30.22554514	32	1021	DR JD TRAHAN HOUSE	814 S WASHINGTON ST	FRENCH CREOLE	CIRCA 1869	DR_JD_TRAHAN_HOUSE	http://lafayettela.gov/PZD/Zoning/Historic%20Building%20Photos/021-DrJDTrahanHouse.jpg	21	1992-06-06T00:00:00.000Z
-92.02213114	30.16009141	33	1020	ONEZIPHORE COMEAUX HOUSE	1905 VEROT SCHOOL RD	FRENCH CREOLE	CIRCA 1880	ONEZIPHORE_COMEAUX_HOUSE	http://lafayettela.gov/PZD/Zoning/Historic%20Building%20Photos/020-OneziphoreComeauxHouse.jpg	20	1992-06-06T00:00:00.000Z
-92.01860823	30.22423008	34	1019	MOSS BUILDING	557 JEFFERSON ST	ITALIANATE	1906	MOSS_BUILDING	http://lafayettela.gov/PZD/Zoning/Historic%20Building%20Photos/019-MossBuilding.jpg	19	1992-06-06T00:00:00.000Z
-92.01144156	30.22985214	35	1018	GREENHOUSE SENIOR CENTER	110 NE EVANGELINE THWY	QUEEN ANNE REVIVAL	CIRCA 1900	GREENHOUSE_SENIOR_CENTER	http://lafayettela.gov/PZD/Zoning/Historic%20Building%20Photos/018-GreenhouseSeniorCenter.jpg	18	1992-03-26T00:00:00.000Z
-92.01862762	30.22015855	36	1017	CAILLOUET HOUSE	120 CAILLOUET PL	FRENCH COLONIAL	CIRCA 1896	CAILLOUET_HOUSE	http://lafayettela.gov/PZD/Zoning/Historic%20Building%20Photos/017-CaillouetHouse.jpg	17	1992-03-26T00:00:00.000Z
-92.01820423	30.22015326	37	1042	DAUTERIVE HOUSE	117 CAILLOUET PL	AMERICAN FOURSQUARE	1919	DAUTERIVE_HOUSE	http://lafayettela.gov/PZD/Zoning/Historic%20Building%20Photos/042-DauteriveHouse.jpg	42	1996-03-03T00:00:00.000Z
-92.01755086	30.22366098	38	1016	CHARGOIS HOUSE	309 POLK ST	MODIFIED COLONIAL REVIVAL	1915	CHARGOIS_HOUSE	http://lafayettela.gov/PZD/Zoning/Historic%20Building%20Photos/016-ChargoisHouse.jpg	16	1992-01-16T00:00:00.000Z
-92.02260232	30.21801018	39	1015	YANDLE HOUSE	200 CHERRY ST	QUEEN ANNE REVIVAL	CIRCA 1907	200_CHERRY_STREET	http://lafayettela.gov/PZD/Zoning/Historic%20Building%20Photos/015-200CherryStreet.jpg	15	1991-05-02T00:00:00.000Z
-92.01501372	30.21987932	40	1014	GOOD HOPE HALL	300 STEWART ST	MODIFIED COLONIAL REVIVAL	CIRCA 1880	GOOD_HOPE_HALL	http://lafayettela.gov/PZD/Zoning/Historic%20Building%20Photos/014-GoodHopeHall.jpg	14	1991-05-02T00:00:00.000Z
-92.01651308	30.2005596	41	1013	CAFÉ VERMILIONVILLE	1304 W PINHOOK RD	FRENCH COLONIAL	CIRCA 1811	CAFE_VERMILIONVILLE	http://lafayettela.gov/PZD/Zoning/Historic%20Building%20Photos/013-CafeVermilionville.jpg	13	1991-02-07T00:00:00.000Z
-92.00990949	30.23221978	42	1006	CHARLES MOUTON PLANTATION HOUSE	338 N STERLING ST	FRENCH CREOLE	CIRCA 1820	CHARLES_MOUTON_PLANTATION_HOUSE	http://lafayettela.gov/PZD/Zoning/Historic%20Building%20Photos/006-CharlesMoutonPlantation.jpg	6	1990-11-01T00:00:00.000Z
-92.0280995	30.22455996	43	1012	LAFAYETTE MIDDLE SCHOOL	1301 W UNIVERSITY AVE	COLLEGIATE GOTHIC	1926	LAFAYETTE_MIDDLE_SCHOOL	http://lafayettela.gov/PZD/Zoning/Historic%20Building%20Photos/012-LafayetteMiddleSchool.jpg	12	1991-02-07T00:00:00.000Z
-92.01962916	30.22387331	44	1011	LAFAYETTE HARDWARE STORE	121 W VERMILION ST	ITALIANATE	CIRCA 1890	LAFAYETTE_HARDWARE_STORE	http://lafayettela.gov/PZD/Zoning/Historic%20Building%20Photos/011-LafayetteHardwareStore.jpg	11	1991-02-07T00:00:00.000Z
-92.02329307	30.22240701	45	1010	SAINT JOHN RECTORY	914 SAINT JOHN ST	SPANISH REVIVAL	1921	ST_JOHNS_RECTORY	http://lafayettela.gov/PZD/Zoning/Historic%20Building%20Photos/010-SaintJohnsRectory.jpg	10	1991-02-07T00:00:00.000Z
-92.02344996	30.22290575	46	1009	SAINT JOHN CATHEDRAL & PROPERTY	914 SAINT JOHN ST	DUTCH ROMANESQUE REVIVAL	1916	ST_JOHNS_CADRAL_& PROPERTY	http://lafayettela.gov/PZD/Zoning/Historic%20Building%20Photos/009-SaintJohnsCathedral.jpg	9	1991-02-07T00:00:00.000Z
-92.01254353	30.2783561	47	1008	JEAN BATISTE MOUTON HOUSE	310 SIDNEY MARTIN RD	FRENCH CREOLE	CIRCA 1835	JOHN_BATISTE_MOUTON_HOUSE	http://lafayettela.gov/PZD/Zoning/Historic%20Building%20Photos/008-JeanBatisteMouton.jpg	8	1991-02-07T00:00:00.000Z
-92.0006241	30.28605291	48	1007	ALEXANDRE LATIOLAIS HOUSE	900 E BUTCHER SWITCH RD	FRENCH CREOLE	CIRCA 1790	ALEXANDRE_LATIOLAIS_HOUSE	\\LCGCrimeView\GISData\Photos\ALEXANDRE_LATIOLAIS_HOUSE.tif	7	1991-02-07T00:00:00.000Z
-92.01727679	30.22255517	49	1005	FIRST UNITED METHODIST CHURCH	703 LEE AVE	NEO-CLASSICAL	1925	FIRST_UNITED_METHODIST_CHURCH	http://lafayettela.gov/PZD/Zoning/Historic%20Building%20Photos/005-FirstUnitedMethodistChurch.jpg	5	1990-11-01T00:00:00.000Z
-92.02045236	30.22248183	50	1004	OLD CITY HALL	217 W MAIN ST	ITALIANATE	1898	OLD_CITY_HALL	http://lafayettela.gov/PZD/Zoning/Historic%20Building%20Photos/004-OldCityHall.jpg	4	1990-11-01T00:00:00.000Z
-92.01862441	30.22571246	51	1003	OLD GUARANTY BANK	500 JEFFERSON ST	NEO-CLASSICAL	1905	OLD_GUARANTY_BANK	http://lafayettela.gov/PZD/Zoning/Historic%20Building%20Photos/003-OldGuaranteeBank.jpg	3	1990-11-01T00:00:00.000Z
-92.02095381	30.22088715	52	1002	ALEXANDRE MOUTON HOUSE	1122 LAFAYETTE ST	FRENCH COLONIAL	CIRCA 1810	ALEXANDRE_MOUTON_HOUSE	\\LCGCrimeView\GISData\Photos\ALEXANDRE_MOUTON_HOUSE.tif	2	1990-11-01T00:00:00.000Z
-92.01798705	30.22386737	53	1001	HOPE LODGE #145	116 E VERMILION ST	GOTHIC REVIVAL	1916	HOPE_LODGE_145	http://lafayettela.gov/PZD/Zoning/Historic%20Building%20Photos/001-HopeLodge145.jpg	1	1990-11-01T00:00:00.000Z
-92.02190953	30.21810047	54	1037	SHADY BROOK HOUSE	127 CHERRY ST	COLONIAL REVIVAL	CIRCA 1912	SHADY_BROOK_HOUSE	http://lafayettela.gov/PZD/Zoning/Historic%20Building%20Photos/037-ShadyBrookHouse.jpg	37	1995-02-01T00:00:00.000Z
-92.02179534	30.21391644	55	1046	LA MAISON ACADIENNE FRANÇAISE	1511 JOHNSTON ST	COLONIAL REVIVAL	CIRCA 1920	LA_MAISON_ACADIENNE_FRANCAISE	http://lafayettela.gov/PZD/Zoning/Historic%20Building%20Photos/046-LaMaisonAcadienneFrancaise.jpg	46	1997-12-03T00:00:00.000Z
-92.02507327	30.22110341	57	1055	HOHORST HOUSE	112 AZALEA ST	AMERICAN FOURSQUARE	1905	HOHORST_HOUSE	http://lafayettela.gov/PZD/Zoning/Historic%20Building%20Photos/055-HoHorstHouse.jpg	55	2003-02-20T00:00:00.000Z
-92.0200758	30.22757703	58	1056	WILLIAM BRANDT HOUSE	614 MADISON ST	GREEK REVIVAL	CIRCA 1840	WILLIAM_BRANDT_HOUSE	http://lafayettela.gov/PZD/Zoning/Historic%20Building%20Photos/056-WilliamBrandtHouse.jpg	56	2003-03-20T00:00:00.000Z
-92.01421473	30.22663979	59	1057	LAFAYETTE TRAIN DEPOT	100 LEE AVE	EARLY 20TH CENTURY MOVEMENT	1911	LAFAYETTE_TRAIN_DEPOT	http://lafayettela.gov/PZD/Zoning/Historic%20Building%20Photos/057-LafayetteRailroadDepot.jpg	57	2003-04-07T00:00:00.000Z
-92.01809453	30.2257299	60	1059	MAURICE HEYMANN BUILDING	433 JEFFERSON ST	ITALIAN RENAISSANCE REVIVAL	1925	MAURICE_HEYMANN_BUILDING	http://lafayettela.gov/PZD/Zoning/Historic%20Building%20Photos/059-MauriceHeymannBldg.jpg	59	2003-05-15T00:00:00.000Z
-92.01709414	30.2242606	61	1058	SANS SOUCI	219 E VERMILION ST	COMMERCIAL VERNACULAR	CIRCA 1840	SANS_SOUCI	http://lafayettela.gov/PZD/Zoning/Historic%20Building%20Photos/058-SansSouci.jpg	58	2003-03-20T00:00:00.000Z
-92.08922162	30.2836106	62	1053	CIRCA 1900 HOUSE	1300 DUGAS RD	QUEEN ANNE REVIVAL	CIRCA 1900	circa_1900	http://lafayettela.gov/PZD/Zoning/Historic%20Building%20Photos/053-Circa1901House.jpg	53	2002-02-21T00:00:00.000Z
-92.02139352	30.20470406	377	1054	DENBO-MONTGOMERY HOUSE	106 VERLANDER CIR	AMERICAN BUNGALOW	1898	denbo_montgomery_house	http://lafayettela.gov/PZD/Zoning/Historic%20Building%20Photos/054-Denbo-MontgomeryHouse.jpg	54	2002-07-11T00:00:00.000Z
-91.9951227	30.21509868	1977	1061	LOUIS ARCENEAUX HOUSE	300 FISHER RD	FRENCH CREOLE	CIRCA 1840	Louis Arceneaux House	http://lafayettela.gov/PZD/Zoning/Historic%20Building%20Photos/061-LouisArceneauxHouse.jpg	61	2005-02-17T00:00:00.000Z
-91.99359772	30.21612124	1979	1060	ARMAND BROUSSARD HOUSE	300 FISHER RD	FRENCH CREOLE	CIRCA 1790	Armand Broussard House	http://lafayettela.gov/PZD/Zoning/Historic%20Building%20Photos/060-ArmandBroussardHouse.jpg	60	2005-02-17T00:00:00.000Z
-91.99435025	30.2150824	2297	1063	JOSEPH BULLER HOUSE	300 FISHER RD	FRENCH CREOLE	CIRCA 1807		http://lafayettela.gov/PZD/Zoning/Historic%20Building%20Photos/063-JosephBullerHouse.jpg	63	2005-06-16T00:00:00.000Z
-91.99419445	30.2156806	2298	1062	JOSEPH FIRNBERG HOUSE	300 FISHER RD	FRENCH CREOLE	CIRCA 1860		http://lafayettela.gov/PZD/Zoning/Historic%20Building%20Photos/062-JosephFirnbergHouse.jpg	62	2005-06-16T00:00:00.000Z
-91.99411319	30.2154271	2937	1064	LAGRANGE FAMILY HOUSE	300 FISHER RD	FRENCH CREOLE	CIRCA 1830		http://lafayettela.gov/PZD/Zoning/Historic%20Building%20Photos/064-LaGrangeFamilyHouse.jpg	64	2005-09-15T00:00:00.000Z
-92.04731749	30.20400867	2938	1065	JUDICE INN	3134 JOHNSTON ST	COMMERCIAL VERNACULAR	1947		http://lafayettela.gov/PZD/Zoning/Historic%20Building%20Photos/065-JudiceInn.jpg	65	2005-09-15T00:00:00.000Z
-92.02350669	30.22193194	2939	1066	OSCAR DAIGLE HOUSE	512 W CONVENT ST	QUEEN ANNE REVIVAL	CIRCA 1910		http://lafayettela.gov/PZD/Zoning/Historic%20Building%20Photos/066-OscarDaigleHouse.jpg	66	2005-09-15T00:00:00.000Z
-92.02629567	30.26866177	2940	1067	COURET HOUSE	2763 NW EVANGELINE THWY	FRENCH CREOLE	1836		http://lafayettela.gov/PZD/Zoning/Historic%20Building%20Photos/067-CouretHouse.jpg	67	2005-09-15T00:00:00.000Z
-92.00878346	30.22991119	2941	1068	PRUDHOMME-BEGNAUD HOUSE	708 JEFFERSON BLVD	COLONIAL REVIVAL	CIRCA 1906		http://lafayettela.gov/PZD/Zoning/Historic%20Building%20Photos/068-Prudhomme-BegnaudHouse.jpg	68	2005-09-15T00:00:00.000Z
-92.02473769	30.21856071	7449	1070	DR JOHN & EDITH MILES HOUSE	614 CALDER ST	COLONIAL REVIVAL	1948		http://lafayettela.gov/PZD/Zoning/Historic%20Building%20Photos/070-DrJohnandEdithMiles.jpg	70	2006-09-21T00:00:00.000Z
-92.02253683	30.2120869	7450	1069	CARVER HOUSE	114 FLORIDA CT	ENGLISH COTTAGE REVIVAL	1929		http://lafayettela.gov/PZD/Zoning/Historic%20Building%20Photos/069-CarverHouse.jpg	69	2006-06-15T00:00:00.000Z
-92.02311987	30.21271521	11977	1073	CUNNINGHAM HOUSE	120 CLARK CT	ECLECTIC REVIVALISM	1926		http://lafayettela.gov/PZD/Zoning/Historic%20Building%20Photos/073-CunninghamHouse.jpg	73	2008-04-17T00:00:00.000Z
-92.0185614	30.221839	11978	1071	LAFAYETTE'S SECOND CITY HALL	735 JEFFERSON ST	ART DECO	1939		http://lafayettela.gov/PZD/Zoning/Historic%20Building%20Photos/071-LafayettesSecondCityHall.jpg	71	2007-08-16T00:00:00.000Z
-92.0186018	30.22315788	11979	1074	GRADO BUILDING	631 JEFFERSON ST	COMMERCIAL VERNACULAR	CIRCA 1890		http://lafayettela.gov/PZD/Zoning/Historic%20Building%20Photos/074-GradoBuilding.jpg	74	2008-05-15T00:00:00.000Z
-92.0258003	30.22442609	11980	1072	EMELIE JUDICE MOUTON HOUSE	215 VERSAILLES BLVD	QUEEN ANNE REVIVAL	1908		http://lafayettela.gov/PZD/Zoning/Historic%20Building%20Photos/072-EmilieJudiceMouton.jpg	72	2008-03-20T00:00:00.000Z
-92.03022582	30.21531181	14633	1075	CIRCA 1901 HOUSE	523 SAINT JULIEN AVE	QUEEN ANNE REVIVAL	CIRCA 1901		http://lafayettela.gov/PZD/Zoning/Historic%20Building%20Photos/075-Circa1901House.jpg	75	2008-09-18T00:00:00.000Z
-92.01731867	30.22515441	14634	1079	HEYMANN FOOD CENTER	201 E CONGRESS ST	ART DECO	1935		http://lafayettela.gov/PZD/Zoning/Historic%20Building%20Photos/079-HeymannFoodCenter.jpg	79	2009-09-24T00:00:00.000Z
-92.01981756	30.22546358	14635	1077	SOUTHERN BELL TELEPHONE & TELEGRAPH EXCHANGE	100 CENTRAL ST	COMMERCIAL	1927		http://lafayettela.gov/PZD/Zoning/Historic%20Building%20Photos/077-SouthernBellTelephone.jpg	77	2009-09-24T00:00:00.000Z
-92.02224016	30.21912379	14636	1076	FOURNET HOUSE	111 DUNREATH ST	ECLECTIC	1919		http://lafayettela.gov/PZD/Zoning/Historic%20Building%20Photos/076-FournetHouse.jpg	76	2009-04-16T00:00:00.000Z
-92.00925611	30.23101915	14637	1078	NICKERSON-CHAPPUIS HOUSE	631 E SIMCOE ST	AMERICAN BUNGALOW	1931		http://lafayettela.gov/PZD/Zoning/Historic%20Building%20Photos/078-Nickerson-ChappuisHouse.jpg	78	2009-09-24T00:00:00.000Z
-92.01579766	30.22330465	14638	1080	COLOMB-CHAUVIN HOUSE	424 E VERMILION ST	AMERICAN BUNGALOW	1921		http://lafayettela.gov/PZD/Zoning/Historic%20Building%20Photos/080-Colomb-ChauvinHouse.jpg	80	2010-09-16T00:00:00.000Z
-92.00762593	30.22832502	14639	1081	MOSS HOUSE	212 SAINT CHARLES ST	QUEEN ANNE REVIVAL	CIRCA 1910		http://lafayettela.gov/PZD/Zoning/Historic%20Building%20Photos/081-MossHouse.jpg	81	2010-10-21T00:00:00.000Z
-92.01725809	30.22393228	14640	1082	TRIBUNE BUILDING	212 E VERMILION ST	ECLECTIC	CIRCA 1928		http://lafayettela.gov/PZD/Zoning/Historic%20Building%20Photos/082-TribuneBuilding.jpg	82	2011-02-17T00:00:00.000Z
-92.01569443	30.22506332	14641	1083	GARFIELD HOUSE	402 GARFIELD ST	AMERICAN FOURSQUARE	CIRCA 1890		http://lafayettela.gov/PZD/Zoning/Historic%20Building%20Photos/083-GarfieldHouse.jpg	83	2011-02-17T00:00:00.000Z
-92.01503369	30.21898591	14953	1084	SAINT ANNE'S INFIRMARY	1317 JEFFERSON ST	ECLECTIC	1937		http://lafayettela.gov/PZD/Zoning/Historic%20Building%20Photos/084-SaintAnnsInfirmary.jpg	84	2011-02-17T00:00:00.000Z
-92.01011006	30.23172823	14954	1085	GIVENS TOWNHOUSE	324 N STERLING ST	EASTLAKE	1893		http://lafayettela.gov/PZD/Zoning/Historic%20Building%20Photos/085-GivensTownhouse.jpg	85	2012-03-15T00:00:00.000Z
-92.02220521	30.21181466	14955	1086	DR LOUIS B LONG HOUSE	115 FLORIDA CT	ENGLISH TUDOR REVIVAL	1929		http://lafayettela.gov/PZD/Zoning/Historic%20Building%20Photos/086-DrLouisBLongHouse.jpg	86	2012-03-15T00:00:00.000Z
-92.01767492	30.22022536	14958	1087	KELLER'S BAKERY	1012 JEFFERSON ST	MODERN	1948			87	2012-03-15T00:00:00.000Z
-92.02329887	30.21861476	15273	1088	FRANK JEANMARD HOUSE	202 DUNREATH ST	QUEEN ANNE REVIVAL	CIRCA 1910			88	2013-10-18T00:00:00.000Z
-92.02283413	30.21915174	15274	1094	JOHN MONTGOMERY HOUSE	120 DUNREATH ST	AMERICAN BUNGALOW	CIRCA 1910			94	2013-04-18T00:00:00.000Z
-92.01148325	30.23471094	15275	1092	MCFADDIN HOUSE	351 ELIZABETH AVE	QUEEN ANNE REVIVAL	CIRCA 1904			92	2013-04-18T00:00:00.000Z
-92.01031864	30.23119994	15276	1093	JOHN NICKERSON HOUSE	310 N STERLING ST	QUEEN ANNE REVIVAL	CIRCA 1891			93	2013-04-18T00:00:00.000Z
-92.01871479	30.23147056	15277	1090	DR THOMAS B HOPKINS HOUSE	317 S PIERCE ST	FRENCH COLONIAL	CIRCA 1902			90	2013-03-21T00:00:00.000Z
-92.14065711	30.16734887	15278	1091	JUDICE MIDDLE SCHOOL	2645 S FIELDSPAN RD	JACOBEAN REVIVAL	1929			91	2013-03-21T00:00:00.000Z
-91.99449092	30.21552328	15279	1089	MAISON ACADIENNE	300 FISHER RD	FRENCH CREOLE	CIRCA 1850			89	2013-02-21T00:00:00.000Z
-92.02211318	30.22236274	15280	1095	MAISON REVILLON	1012 S WASHINGTON ST	GREEK REVIVAL	CIRCA 1880			95	2013-09-19T00:00:00.000Z
-92.01686779	30.22716334	15281	1096	EVANGELINE HOTEL	302 JEFFERSON ST	ITALIAN RENAISSANCE REVIVAL	1928			96	2013-09-19T00:00:00.000Z
-92.02294937	30.21901061	15600	96	MAURICE POLLINGUE HOUSE	126 DUNREATH ST	AMERICAN BUNGALOW	CIRCA 1910			99	2014-06-19T00:00:00.000Z
-92.02341005	30.21784535	15601	97	GEORGE BERNARD HOUSE	221 DUNREATH ST	AMERICAN BUNGALOW	CIRCA 1919			100	2014-06-19T00:00:00.000Z
-92.02456984	30.21737221	15602	98	LOUISE & MILDRED MANN HOUSE	314 DUNREATH ST	ENGLISH COTTAGE REVIVAL	1937			101	2014-06-19T00:00:00.000Z
-92.02271785	30.23341022	15603	99	SAINT PAUL CONVENT	518 HOPKINS ST	AMERICAN FOURSQUARE	1950			97	2014-05-15T00:00:00.000Z
-92.01530282	30.21967814	15604	100	GOOD HOPE CHAPEL	301 E CONVENT ST	GOTHIC REVIVAL	1950			98	2014-05-15T00:00:00.000Z
